O	0	0	0	0
O	1	0	0	0.25
O	2	0	0	0.5
O	3	0	0	0.75
O	4	0	0	1
O	5	0	0	1.25
O	6	0	0	1.5
O	7	0	0	1.75
O	8	0	0	2
O	9	0	0	2.25
O	10	0	0	2.5
O	11	0	0	2.75
O	12	0	0	3
O	13	0	0	3.25
O	14	0	0	3.5
				
O	1	0	0	0.25
O	2	0	0	0.5
O	3	0	0	0.75
O	4	0	0	1
O	5	0	0	1.25
O	6	0	0	1.5
O	7	0	0	1.75
O	8	0	0	2
O	9	0	0	2.25
O	10	0	0	2.5
O	11	0	0	2.75
O	12	0	0	3
O	13	0	0	3.25
O	14	0	0	3.5
O	15	0	0	3.75
O	16	0	0	4
O	17	0	0	4.25
O	18	0	0	4.5
O	19	0	0	4.75
O	20	0	0	5
O	21	0	0	5.25
O	22	0	0	5.5
O	23	0	0	5.75
O	24	0	0	6
O	25	0	0	6.25
O	26	0	0	6.5
O	27	0	0	6.75
O	28	0	0	7
O	28	0	9	7.25
O	28	0	18	7.5
O	28	0	27	7.75
O	28	0	36	8
O	28	0	45	8.25
O	28	0	54	8.5
O	28	0	63	8.75
O	28	0	72	9
O	28	0	81	9.25
O	28	0	90	9.5
O	28	1	90	9.75
O	28	2	90	10
O	28	3	90	10.25
O	28	4	90	10.5
O	28	5	90	10.75
O	28	6	90	11
O	28	7	90	11.25
O	28	8	90	11.5
O	28	9	90	11.75
O	28	10	90	12
O	28	11	90	12.25
O	28	12	90	12.5
O	28	13	90	12.75
O	28	14	90	13
O	28	15	90	13.25
O	28	16	90	13.5
O	28	17	90	13.75
O	28	18	90	14
O	28	19	90	14.25
O	28	20	90	14.5
O	28	21	90	14.75
O	28	22	90	15
O	28	23	90	15.25
O	28	24	90	15.5
O	28	25	90	15.75
O	28	26	90	16
O	28	27	90	16.25
O	28	28	90	16.5
O	28	28	99	16.75
O	28	28	108	17
O	28	28	117	17.25
O	28	28	126	17.5
O	28	28	135	17.75
O	28	28	144	18
O	28	28	153	18.25
O	28	28	162	18.5
O	28	28	171	18.75
O	28	28	180	19
O	27	28	180	19.25
O	26	28	180	19.5
O	25	28	180	19.75
O	24	28	180	20
O	23	28	180	20.25
O	22	28	180	20.5
O	21	28	180	20.75
O	20	28	180	21
O	19	28	180	21.25
O	18	28	180	21.5
O	17	28	180	21.75
O	16	28	180	22
O	15	28	180	22.25
O	14	28	180	22.5
O	13	28	180	22.75
O	12	28	180	23
O	11	28	180	23.25
O	10	28	180	23.5
O	9	28	180	23.75
O	8	28	180	24
O	7	28	180	24.25
O	6	28	180	24.5
O	5	28	180	24.75
O	4	28	180	25
O	3	28	180	25.25
O	2	28	180	25.5
O	1	28	180	25.75
O	0	28	180	26
O	0	28	189	26.25
O	0	28	198	26.5
O	0	28	207	26.75
O	0	28	216	27
O	0	28	225	27.25
O	0	28	234	27.5
O	0	28	243	27.75
O	0	28	252	28
O	0	28	261	28.25
O	0	28	270	28.5
O	0	27	270	28.75
O	0	26	270	29
O	0	25	270	29.25
O	0	24	270	29.5
O	0	23	270	29.75
O	0	22	270	30
O	0	21	270	30.25
O	0	20	270	30.5
O	0	19	270	30.75
O	0	18	270	31
O	0	17	270	31.25
O	0	16	270	31.5
O	0	15	270	31.75
O	0	14	270	32
O	0	13	270	32.25
O	0	12	270	32.5
O	0	11	270	32.75
O	0	10	270	33
O	0	9	270	33.25
O	0	8	270	33.5
O	0	7	270	33.75
O	0	6	270	34
O	0	5	270	34.25
O	0	4	270	34.5
O	0	3	270	34.75
O	0	2	270	35
O	0	1	270	35.25
O	0	0	270	35.5
O	0	0	279	35.75
O	0	0	288	36
O	0	0	297	36.25
O	0	0	306	36.5
O	0	0	315	36.75
O	0	0	324	37
O	0	0	333	37.25
O	0	0	342	37.5
O	0	0	351	37.75
O	0	0	360	38
